Quantity,Profit per unit,Month,Year,Product ID,Product,Profit,,,,,Year,Month,Product,Profit
39,100,1,2004,CC,Classic Cars,3900,,,,,2003,2,Classic Cars,12000
49,100,2,2004,CC,Classic Cars,4900,,,,,2003,3,Classic Cars,81959.85
20,100,5,2004,CC,Classic Cars,2000,,,,,2003,4,Classic Cars,43381.36
27,100,6,2004,CC,Classic Cars,2700,,,,,2003,5,Classic Cars,79941.97
30,100,7,2004,CC,Classic Cars,3000,,,,,2003,6,Classic Cars,30543.01
25,100,8,2004,CC,Classic Cars,2500,,,,,2003,7,Classic Cars,70042.23
24,100,9,2004,CC,Classic Cars,2400,,,,,2003,8,Classic Cars,31562.43
22,100,10,2004,CC,Classic Cars,2200,,,,,2003,9,Classic Cars,101044.08
33,100,11,2004,CC,Classic Cars,3300,,,,,2003,10,Classic Cars,180413.29
47,64.93,11,2004,CC,Classic Cars,3051.71,,,,,2003,11,Classic Cars,340403.91
25,48.05,11,2004,CC,Classic Cars,1201.25,,,,,2003,12,Classic Cars,104465.56
26,75.47,12,2004,CC,Classic Cars,1962.22,,,,,2004,1,Classic Cars,96231.21
48,54.68,12,2004,CC,Classic Cars,2624.64,,,,,2004,2,Classic Cars,97494.67
39,100,1,2005,CC,Classic Cars,3900,,,,,2004,3,Classic Cars,57904.31
34,100,2,2005,CC,Classic Cars,3400,,,,,2004,4,Classic Cars,72529.06
32,100,3,2005,CC,Classic Cars,3200,,,,,2004,5,Classic Cars,54827.41
64,100,4,2005,CC,Classic Cars,6400,,,,,2004,6,Classic Cars,64951.77
19,100,5,2005,CC,Classic Cars,1900,,,,,2004,7,Classic Cars,112157.21
42,100,1,2003,CC,Classic Cars,4200,,,,,2004,8,Classic Cars,167256.89
31,100,4,2003,CC,Classic Cars,3100,,,,,2004,9,Classic Cars,68753.8
22,100,5,2003,CC,Classic Cars,2200,,,,,2004,10,Classic Cars,159348.1
26,100,7,2003,CC,Classic Cars,2600,,,,,2004,11,Classic Cars,303144.86
20,100,9,2003,CC,Classic Cars,2000,,,,,2004,12,Classic Cars,81352.64
21,100,10,2003,CC,Classic Cars,2100,,,,,2005,1,Classic Cars,117264.39
33,100,11,2003,CC,Classic Cars,3300,,,,,2005,2,Classic Cars,115195.17
28,100,11,2003,CC,Classic Cars,2800,,,,,2005,3,Classic Cars,73202.99
26,100,11,2003,CC,Classic Cars,2600,,,,,2005,4,Classic Cars,89325.15
31,100,12,2003,CC,Classic Cars,3100,,,,,2005,5,Classic Cars,132664.53
48,100,2,2004,CC,Classic Cars,4800,,,,,2005,6,Classic Cars,0
50,100,3,2004,CC,Classic Cars,5000,,,,,2005,7,Classic Cars,0
28,100,5,2004,CC,Classic Cars,2800,,,,,2005,8,Classic Cars,0
26,100,6,2004,CC,Classic Cars,2600,,,,,2005,9,Classic Cars,0
32,100,7,2004,CC,Classic Cars,3200,,,,,2005,10,Classic Cars,0
44,100,8,2004,CC,Classic Cars,4400,,,,,2005,11,Classic Cars,0
30,100,9,2004,CC,Classic Cars,3000,,,,,2005,12,Classic Cars,0
38,100,10,2004,CC,Classic Cars,3800,,,,,2003,1,Trucks and Buses,33060.03
40,100,10,2004,CC,Classic Cars,4000,,,,,2003,2,Trucks and Buses,0
46,61.99,11,2004,CC,Classic Cars,2851.54,,,,,2003,3,Trucks and Buses,8575.96
26,100,11,2004,CC,Classic Cars,2600,,,,,2003,4,Trucks and Buses,25250.59
27,100,11,2004,CC,Classic Cars,2700,,,,,2003,5,Trucks and Buses,22167.39
43,100,12,2004,CC,Classic Cars,4300,,,,,2003,6,Trucks and Buses,13837.75
35,65.63,1,2005,CC,Classic Cars,2297.05,,,,,2003,7,Trucks and Buses,22852.82
37,100,2,2005,CC,Classic Cars,3700,,,,,2003,8,Trucks and Buses,12303.76
37,46.9,3,2005,CC,Classic Cars,1735.3,,,,,2003,9,Trucks and Buses,36270.59
27,100,5,2005,CC,Classic Cars,2700,,,,,2003,10,Trucks and Buses,39629.96
38,100,5,2005,CC,Classic Cars,3800,,,,,2003,11,Trucks and Buses,109739.29
33,100,3,2003,CC,Classic Cars,3300,,,,,2003,12,Trucks and Buses,36131.29
42,100,5,2003,CC,Classic Cars,4200,,,,,2004,1,Trucks and Buses,4600
42,100,7,2003,CC,Classic Cars,4200,,,,,2004,2,Trucks and Buses,27999.9
48,100,9,2003,CC,Classic Cars,4800,,,,,2004,3,Trucks and Buses,31803.13
41,100,10,2003,CC,Classic Cars,4100,,,,,2004,4,Trucks and Buses,0
30,100,11,2003,CC,Classic Cars,3000,,,,,2004,5,Trucks and Buses,30967.2
27,100,11,2003,CC,Classic Cars,2700,,,,,2004,6,Trucks and Buses,36238.54
21,100,11,2003,CC,Classic Cars,2100,,,,,2004,7,Trucks and Buses,33893.74
20,100,12,2003,CC,Classic Cars,2000,,,,,2004,8,Trucks and Buses,31161.9
41,100,1,2004,CC,Classic Cars,4100,,,,,2004,9,Trucks and Buses,36402.02
27,100,2,2004,CC,Classic Cars,2700,,,,,2004,10,Trucks and Buses,64833.62
28,100,4,2004,CC,Classic Cars,2800,,,,,2004,11,Trucks and Buses,93027.74
24,100,6,2004,CC,Classic Cars,2400,,,,,2004,12,Trucks and Buses,49835.6
44,100,7,2004,CC,Classic Cars,4400,,,,,2005,1,Trucks and Buses,26492.88
50,100,8,2004,CC,Classic Cars,5000,,,,,2005,2,Trucks and Buses,31138.02
21,100,8,2004,CC,Classic Cars,2100,,,,,2005,3,Trucks and Buses,13486.42
33,100,10,2003,CC,Classic Cars,3300,,,,,2005,4,Trucks and Buses,0
33,100,10,2004,CC,Classic Cars,3300,,,,,2005,5,Trucks and Buses,75655.04
31,100,11,2004,CC,Classic Cars,3100,,,,,2005,6,Trucks and Buses,0
41,71.47,11,2004,CC,Classic Cars,2930.27,,,,,2005,7,Trucks and Buses,0
45,79.65,11,2004,CC,Classic Cars,3584.25,,,,,2005,8,Trucks and Buses,0
33,85.39,1,2005,CC,Classic Cars,2817.87,,,,,2005,9,Trucks and Buses,0
45,76,2,2005,CC,Classic Cars,3420,,,,,2005,10,Trucks and Buses,0
26,99.04,3,2005,CC,Classic Cars,2575.04,,,,,2005,11,Trucks and Buses,0
12,100,5,2005,CC,Classic Cars,1200,,,,,2005,12,Trucks and Buses,0
41,100,2,2003,CC,Classic Cars,4100,,,,,2003,1,Planes,0
33,100,4,2003,CC,Classic Cars,3300,,,,,2003,2,Planes,36162.92
46,100,6,2003,CC,Classic Cars,4600,,,,,2003,3,Planes,0
33,100,8,2003,CC,Classic Cars,3300,,,,,2003,4,Planes,31993.77
20,100,9,2003,CC,Classic Cars,2000,,,,,2003,5,Planes,0
44,100,10,2003,CC,Classic Cars,4400,,,,,2003,6,Planes,31006.39
33,100,11,2003,CC,Classic Cars,3300,,,,,2003,7,Planes,0
21,100,11,2003,CC,Classic Cars,2100,,,,,2003,8,Planes,30791.77
47,100,11,2003,CC,Classic Cars,4700,,,,,2003,9,Planes,0
46,100,1,2004,CC,Classic Cars,4600,,,,,2003,10,Planes,61685.29
32,100,2,2004,CC,Classic Cars,3200,,,,,2003,11,Planes,44122.2
42,100,3,2004,CC,Classic Cars,4200,,,,,2003,12,Planes,7120.96
44,100,5,2004,CC,Classic Cars,4400,,,,,2004,1,Planes,32516.04
35,100,7,2004,CC,Classic Cars,3500,,,,,2004,2,Planes,35037.57
41,100,8,2004,CC,Classic Cars,4100,,,,,2004,3,Planes,0
46,100,9,2004,CC,Classic Cars,4600,,,,,2004,4,Planes,22952.59
31,100,10,2004,CC,Classic Cars,3100,,,,,2004,5,Planes,34931.03
38,100,10,2004,CC,Classic Cars,3800,,,,,2004,6,Planes,34217.16
42,64,11,2004,CC,Classic Cars,2688,,,,,2004,7,Planes,36140.08
33,57.22,11,2004,CC,Classic Cars,1888.26,,,,,2004,8,Planes,31085.2
48,52.36,11,2004,CC,Classic Cars,2513.28,,,,,2004,9,Planes,31222.88
42,100,12,2004,CC,Classic Cars,4200,,,,,2004,10,Planes,32689.06
32,100,1,2005,CC,Classic Cars,3200,,,,,2004,11,Planes,111681.63
34,100,2,2005,CC,Classic Cars,3400,,,,,2004,12,Planes,56737.01
33,69.12,3,2005,CC,Classic Cars,2280.96,,,,,2005,1,Planes,11262.27
36,100,5,2005,CC,Classic Cars,3600,,,,,2005,2,Planes,23935.38
34,100,1,2003,CC,Classic Cars,3400,,,,,2005,3,Planes,69435.87
43,100,4,2003,CC,Classic Cars,4300,,,,,2005,4,Planes,40694.46
46,100,6,2003,CC,Classic Cars,4600,,,,,2005,5,Planes,30520.68
33,100,8,2003,CC,Classic Cars,3300,,,,,2005,6,Planes,0
42,100,9,2003,CC,Classic Cars,4200,,,,,2005,7,Planes,0
34,100,10,2003,CC,Classic Cars,3400,,,,,2005,8,Planes,0
47,100,11,2003,CC,Classic Cars,4700,,,,,2005,9,Planes,0
33,100,11,2003,CC,Classic Cars,3300,,,,,2005,10,Planes,0
24,100,11,2003,CC,Classic Cars,2400,,,,,2005,11,Planes,0
26,100,1,2004,CC,Classic Cars,2600,,,,,2005,12,Planes,0
30,100,2,2004,CC,Classic Cars,3000,,,,,2003,1,Vintage Cars,40707.83
43,100,3,2004,CC,Classic Cars,4300,,,,,2003,2,Vintage Cars,22462.33
25,100,5,2004,CC,Classic Cars,2500,,,,,2003,3,Vintage Cars,41491.05
27,100,7,2004,CC,Classic Cars,2700,,,,,2003,4,Vintage Cars,19799
27,100,8,2004,CC,Classic Cars,2700,,,,,2003,5,Vintage Cars,42731.44
24,100,9,2004,CC,Classic Cars,2400,,,,,2003,6,Vintage Cars,25014.74
34,100,10,2004,CC,Classic Cars,3400,,,,,2003,7,Vintage Cars,24293.4
46,100,10,2004,CC,Classic Cars,4600,,,,,2003,8,Vintage Cars,21895.37
27,54.33,11,2004,CC,Classic Cars,1466.91,,,,,2003,9,Vintage Cars,45637.9
33,100,11,2004,CC,Classic Cars,3300,,,,,2003,10,Vintage Cars,87021.22
47,100,11,2004,CC,Classic Cars,4700,,,,,2003,11,Vintage Cars,164377.32
49,55.34,12,2004,CC,Classic Cars,2711.66,,,,,2003,12,Vintage Cars,40194.81
40,100,1,2005,CC,Classic Cars,4000,,,,,2004,1,Vintage Cars,64339.48
37,100,2,2005,CC,Classic Cars,3700,,,,,2004,2,Vintage Cars,23924.46
47,100,5,2005,CC,Classic Cars,4700,,,,,2004,3,Vintage Cars,47085.45
45,100,3,2003,CC,Classic Cars,4500,,,,,2004,4,Vintage Cars,46777.59
37,99.82,5,2003,CC,Classic Cars,3693.34,,,,,2004,5,Vintage Cars,25092.42
48,100,7,2003,CC,Classic Cars,4800,,,,,2004,6,Vintage Cars,45956.38
31,100,9,2003,CC,Classic Cars,3100,,,,,2004,7,Vintage Cars,38614.89
46,100,10,2003,CC,Classic Cars,4600,,,,,2004,8,Vintage Cars,68842.02
47,100,11,2003,CC,Classic Cars,4700,,,,,2004,9,Vintage Cars,62245.09
28,100,11,2003,CC,Classic Cars,2800,,,,,2004,10,Vintage Cars,105356.1
40,100,11,2003,CC,Classic Cars,4000,,,,,2004,11,Vintage Cars,186054.61
20,100,12,2003,CC,Classic Cars,2000,,,,,2004,12,Vintage Cars,67906.51
39,100,1,2004,CC,Classic Cars,3900,,,,,2005,1,Vintage Cars,60391.68
25,99.82,2,2004,CC,Classic Cars,2495.5,,,,,2005,2,Vintage Cars,65304.56
29,100,4,2004,CC,Classic Cars,2900,,,,,2005,3,Vintage Cars,61598.08
22,100,6,2004,CC,Classic Cars,2200,,,,,2005,4,Vintage Cars,31985.11
22,100,7,2004,CC,Classic Cars,2200,,,,,2005,5,Vintage Cars,67111.21
47,100,8,2004,CC,Classic Cars,4700,,,,,2005,6,Vintage Cars,0
45,100,8,2004,CC,Classic Cars,4500,,,,,2005,7,Vintage Cars,0
29,100,10,2003,CC,Classic Cars,2900,,,,,2005,8,Vintage Cars,0
24,100,10,2004,CC,Classic Cars,2400,,,,,2005,9,Vintage Cars,0
35,100,11,2004,CC,Classic Cars,3500,,,,,2005,10,Vintage Cars,0
46,83.63,11,2004,CC,Classic Cars,3846.98,,,,,2005,11,Vintage Cars,0
44,95.93,11,2004,CC,Classic Cars,4220.92,,,,,2005,12,Vintage Cars,0
34,96.73,1,2005,CC,Classic Cars,3288.82,,,,,2003,1,Ships,0
35,100,2,2005,CC,Classic Cars,3500,,,,,2003,2,Ships,24475.69
25,72.38,3,2005,CC,Classic Cars,1809.5,,,,,2003,3,Ships,0
10,100,5,2005,CC,Classic Cars,1000,,,,,2003,4,Ships,25690.47
29,100,2,2003,CC,Classic Cars,2900,,,,,2003,5,Ships,0
39,100,4,2003,CC,Classic Cars,3900,,,,,2003,6,Ships,27517.07
42,100,6,2003,CC,Classic Cars,4200,,,,,2003,7,Ships,0
46,100,8,2003,CC,Classic Cars,4600,,,,,2003,8,Ships,25293.61
49,100,9,2003,CC,Classic Cars,4900,,,,,2003,9,Ships,18903.19
27,100,10,2003,CC,Classic Cars,2700,,,,,2003,10,Ships,34698.42
50,100,11,2003,CC,Classic Cars,5000,,,,,2003,11,Ships,77168.36
43,100,11,2003,CC,Classic Cars,4300,,,,,2003,12,Ships,0
38,100,11,2003,CC,Classic Cars,3800,,,,,2004,1,Ships,27913.08
20,100,1,2004,CC,Classic Cars,2000,,,,,2004,2,Ships,28260.13
27,100,2,2004,CC,Classic Cars,2700,,,,,2004,3,Ships,20523.85
49,100,3,2004,CC,Classic Cars,4900,,,,,2004,4,Ships,0
27,100,5,2004,CC,Classic Cars,2700,,,,,2004,5,Ships,26858.21
39,100,7,2004,CC,Classic Cars,3900,,,,,2004,6,Ships,23317.11
24,100,8,2004,CC,Classic Cars,2400,,,,,2004,7,Ships,21532.2
45,100,9,2004,CC,Classic Cars,4500,,,,,2004,8,Ships,25526.93
20,100,10,2004,CC,Classic Cars,2000,,,,,2004,9,Ships,23964.91
36,100,10,2004,CC,Classic Cars,3600,,,,,2004,10,Ships,42273.22
24,100,11,2004,CC,Classic Cars,2400,,,,,2004,11,Ships,61525.34
49,63.38,11,2004,CC,Classic Cars,3105.62,,,,,2004,12,Ships,23303.8
26,100,12,2004,CC,Classic Cars,2600,,,,,2005,1,Ships,29868.49
49,62.09,12,2004,CC,Classic Cars,3042.41,,,,,2005,2,Ships,9088.62
34,100,1,2005,CC,Classic Cars,3400,,,,,2005,3,Ships,48616.58
34,95.35,2,2005,CC,Classic Cars,3241.9,,,,,2005,4,Ships,6284
33,100,3,2005,CC,Classic Cars,3300,,,,,2005,5,Ships,25337.12
22,100,5,2005,CC,Classic Cars,2200,,,,,2005,6,Ships,0
39,89.38,3,2003,CC,Classic Cars,3485.82,,,,,2005,7,Ships,0
32,63.84,5,2003,CC,Classic Cars,2042.88,,,,,2005,8,Ships,0
24,75.01,7,2003,CC,Classic Cars,1800.24,,,,,2005,9,Ships,0
21,63.84,9,2003,CC,Classic Cars,1340.64,,,,,2005,10,Ships,0
24,73.42,10,2003,CC,Classic Cars,1762.08,,,,,2005,11,Ships,0
36,63.84,11,2003,CC,Classic Cars,2298.24,,,,,2005,12,Ships,0
20,81.4,11,2003,CC,Classic Cars,1628,,,,,2003,1,Trains,4933.55
30,64.64,11,2003,CC,Classic Cars,1939.2,,,,,2003,2,Trains,3800
44,82.99,12,2003,CC,Classic Cars,3651.56,,,,,2003,3,Trains,0
28,92.57,1,2004,CC,Classic Cars,2591.96,,,,,2003,4,Trains,4756.47
37,77.41,2,2004,CC,Classic Cars,2864.17,,,,,2003,5,Trains,0
20,74.21,4,2004,CC,Classic Cars,1484.2,,,,,2003,6,Trains,9333.88
25,90.17,6,2004,CC,Classic Cars,2254.25,,,,,2003,7,Trains,0
35,76.61,7,2004,CC,Classic Cars,2681.35,,,,,2003,8,Trains,7374.94
38,83.79,8,2004,CC,Classic Cars,3184.02,,,,,2003,9,Trains,6034.52
41,69.43,8,2004,CC,Classic Cars,2846.63,,,,,2003,10,Trains,9889
22,76.61,10,2003,CC,Classic Cars,1685.42,,,,,2003,11,Trains,22288.13
49,81.4,10,2004,CC,Classic Cars,3988.6,,,,,2003,12,Trains,2544.75
38,73.42,11,2004,CC,Classic Cars,2789.96,,,,,2004,1,Trains,6768.3
33,100,11,2004,CC,Classic Cars,3300,,,,,2004,2,Trains,4968.01
36,93.56,11,2004,CC,Classic Cars,3368.16,,,,,2004,3,Trains,9641.82
34,81.62,1,2005,CC,Classic Cars,2775.08,,,,,2004,4,Trains,0
24,67.83,2,2005,CC,Classic Cars,1627.92,,,,,2004,5,Trains,9317.05
36,70.26,3,2005,CC,Classic Cars,2529.36,,,,,2004,6,Trains,0
34,90.17,5,2005,CC,Classic Cars,3065.78,,,,,2004,7,Trains,10051.61
36,100,3,2003,CC,Classic Cars,3600,,,,,2004,8,Trains,8218.26
20,100,5,2003,CC,Classic Cars,2000,,,,,2004,9,Trains,6227.08
29,97.89,7,2003,CC,Classic Cars,2838.81,,,,,2004,10,Trains,15001.67
33,97.89,9,2003,CC,Classic Cars,3230.37,,,,,2004,11,Trains,17226.01
50,100,10,2003,CC,Classic Cars,5000,,,,,2004,12,Trains,14737.89
41,100,11,2003,CC,Classic Cars,4100,,,,,2005,1,Trains,6510.17
36,100,11,2003,CC,Classic Cars,3600,,,,,2005,2,Trains,6469.36
27,100,11,2003,CC,Classic Cars,2700,,,,,2005,3,Trains,8462.4
47,100,12,2003,CC,Classic Cars,4700,,,,,2005,4,Trains,0
33,100,1,2004,CC,Classic Cars,3300,,,,,2005,5,Trains,9249.39
21,100,2,2004,CC,Classic Cars,2100,,,,,2005,6,Trains,0
21,93.28,4,2004,CC,Classic Cars,1958.88,,,,,2005,7,Trains,0
41,100,6,2004,CC,Classic Cars,4100,,,,,2005,8,Trains,0
40,100,7,2004,CC,Classic Cars,4000,,,,,2005,9,Trains,0
28,100,8,2004,CC,Classic Cars,2800,,,,,2005,10,Trains,0
23,100,8,2004,CC,Classic Cars,2300,,,,,2005,11,Trains,0
23,100,10,2003,CC,Classic Cars,2300,,,,,2005,12,Trains,0
25,100,10,2004,CC,Classic Cars,2500,,,,,2003,1,Trains,4933.55
24,100,11,2004,CC,Classic Cars,2400,,,,,2003,2,Trains,3800
39,64.74,11,2004,CC,Classic Cars,2524.86,,,,,2003,3,Trains,0
55,75.2,11,2004,CC,Classic Cars,4136,,,,,2003,4,Trains,4756.47
46,88.45,1,2005,CC,Classic Cars,4068.7,,,,,2003,5,Trains,0
50,100,2,2005,CC,Classic Cars,5000,,,,,2003,6,Trains,9333.88
47,100,3,2005,CC,Classic Cars,4700,,,,,2003,7,Trains,0
97,93.28,4,2005,CC,Classic Cars,9048.16,,,,,2003,8,Trains,7374.94
32,100,5,2005,CC,Classic Cars,3200,,,,,2003,9,Trains,6034.52
26,100,3,2003,CC,Classic Cars,2600,,,,,2003,10,Trains,9889
34,100,5,2003,CC,Classic Cars,3400,,,,,2003,11,Trains,22288.13
25,100,7,2003,CC,Classic Cars,2500,,,,,2003,12,Trains,2544.75
23,100,9,2003,CC,Classic Cars,2300,,,,,2004,1,Trains,6768.3
28,100,10,2003,CC,Classic Cars,2800,,,,,2004,2,Trains,4968.01
35,100,11,2003,CC,Classic Cars,3500,,,,,2004,3,Trains,9641.82
44,100,11,2003,CC,Classic Cars,4400,,,,,2004,4,Trains,0
22,100,11,2003,CC,Classic Cars,2200,,,,,2004,5,Trains,9317.05
42,100,12,2003,CC,Classic Cars,4200,,,,,2004,6,Trains,0
29,100,1,2004,CC,Classic Cars,2900,,,,,2004,7,Trains,10051.61
32,100,2,2004,CC,Classic Cars,3200,,,,,2004,8,Trains,8218.26
41,100,4,2004,CC,Classic Cars,4100,,,,,2004,9,Trains,6227.08
26,100,6,2004,CC,Classic Cars,2600,,,,,2004,10,Trains,15001.67
21,100,7,2004,CC,Classic Cars,2100,,,,,2004,11,Trains,17226.01
34,100,8,2004,CC,Classic Cars,3400,,,,,2004,12,Trains,14737.89
41,100,8,2004,CC,Classic Cars,4100,,,,,2005,1,Trains,6510.17
37,100,10,2003,CC,Classic Cars,3700,,,,,2005,2,Trains,6469.36
37,100,10,2004,CC,Classic Cars,3700,,,,,2005,3,Trains,8462.4
41,100,11,2004,CC,Classic Cars,4100,,,,,2005,4,Trains,0
46,100,11,2004,CC,Classic Cars,4600,,,,,2005,5,Trains,9249.39
40,100,11,2004,CC,Classic Cars,4000,,,,,2005,6,Trains,0
43,97.6,12,2004,CC,Classic Cars,4196.8,,,,,2005,7,Trains,0
30,87.06,1,2005,CC,Classic Cars,2611.8,,,,,2005,8,Trains,0
35,100,2,2005,CC,Classic Cars,3500,,,,,2005,9,Trains,0
36,93.77,3,2005,CC,Classic Cars,3375.72,,,,,2005,10,Trains,0
61,100,4,2005,CC,Classic Cars,6100,,,,,2005,11,Trains,0
38,100,5,2005,CC,Classic Cars,3800,,,,,2005,12,Trains,0
37,100,3,2003,CC,Classic Cars,3700,,,,,,,,
26,100,5,2003,CC,Classic Cars,2600,,,,,,,,
44,99.55,7,2003,CC,Classic Cars,4380.2,,,,,,,,
47,100,9,2003,CC,Classic Cars,4700,,,,,,,,
43,100,10,2003,CC,Classic Cars,4300,,,,,,,,
42,100,11,2003,CC,Classic Cars,4200,,,,,,,,
42,100,11,2003,CC,Classic Cars,4200,,,,,,,,
29,100,11,2003,CC,Classic Cars,2900,,,,,,,,
40,100,12,2003,CC,Classic Cars,4000,,,,,,,,
38,100,1,2004,CC,Classic Cars,3800,,,,,,,,
38,100,2,2004,CC,Classic Cars,3800,,,,,,,,
21,100,4,2004,CC,Classic Cars,2100,,,,,,,,
24,100,6,2004,CC,Classic Cars,2400,,,,,,,,
36,100,7,2004,CC,Classic Cars,3600,,,,,,,,
23,100,8,2004,CC,Classic Cars,2300,,,,,,,,
20,100,9,2004,CC,Classic Cars,2000,,,,,,,,
32,100,10,2003,CC,Classic Cars,3200,,,,,,,,
29,100,10,2004,CC,Classic Cars,2900,,,,,,,,
44,100,11,2004,CC,Classic Cars,4400,,,,,,,,
44,100,11,2004,CC,Classic Cars,4400,,,,,,,,
36,100,11,2004,CC,Classic Cars,3600,,,,,,,,
49,56.3,1,2005,CC,Classic Cars,2758.7,,,,,,,,
34,42.64,2,2005,CC,Classic Cars,1449.76,,,,,,,,
59,100,4,2005,CC,Classic Cars,5900,,,,,,,,
37,100,5,2005,CC,Classic Cars,3700,,,,,,,,
38,82.39,3,2003,CC,Classic Cars,3130.82,,,,,,,,
43,72.38,5,2003,CC,Classic Cars,3112.34,,,,,,,,
48,79.31,7,2003,CC,Classic Cars,3806.88,,,,,,,,
26,82.39,9,2003,CC,Classic Cars,2142.14,,,,,,,,
38,88.55,10,2003,CC,Classic Cars,3364.9,,,,,,,,
20,63.14,11,2003,CC,Classic Cars,1262.8,,,,,,,,
22,73.92,11,2003,CC,Classic Cars,1626.24,,,,,,,,
45,90.86,11,2003,CC,Classic Cars,4088.7,,,,,,,,
45,85.47,12,2003,CC,Classic Cars,3846.15,,,,,,,,
20,66.99,1,2004,CC,Classic Cars,1339.8,,,,,,,,
47,64.68,2,2004,CC,Classic Cars,3039.96,,,,,,,,
46,73.92,4,2004,CC,Classic Cars,3400.32,,,,,,,,
23,83.93,6,2004,CC,Classic Cars,1930.39,,,,,,,,
33,74.69,7,2004,CC,Classic Cars,2464.77,,,,,,,,
29,90.86,8,2004,CC,Classic Cars,2634.94,,,,,,,,
44,82.39,8,2004,CC,Classic Cars,3625.16,,,,,,,,
41,92.4,10,2003,CC,Classic Cars,3788.4,,,,,,,,
20,91.63,10,2004,CC,Classic Cars,1832.6,,,,,,,,
37,78.54,11,2004,CC,Classic Cars,2905.98,,,,,,,,
29,100,11,2004,CC,Classic Cars,2900,,,,,,,,
55,65.45,11,2004,CC,Classic Cars,3599.75,,,,,,,,
22,100,1,2005,CC,Classic Cars,2200,,,,,,,,
31,67.76,2,2005,CC,Classic Cars,2100.56,,,,,,,,
49,79.22,3,2005,CC,Classic Cars,3881.78,,,,,,,,
61,73.92,4,2005,CC,Classic Cars,4509.12,,,,,,,,
39,83.93,5,2005,CC,Classic Cars,3273.27,,,,,,,,
38,100,3,2003,CC,Classic Cars,3800,,,,,,,,
31,100,5,2003,CC,Classic Cars,3100,,,,,,,,
36,100,7,2003,CC,Classic Cars,3600,,,,,,,,
25,100,9,2003,CC,Classic Cars,2500,,,,,,,,
48,100,10,2003,CC,Classic Cars,4800,,,,,,,,
35,100,11,2003,CC,Classic Cars,3500,,,,,,,,
21,100,11,2003,CC,Classic Cars,2100,,,,,,,,
47,100,11,2003,CC,Classic Cars,4700,,,,,,,,
